,product_url,number_of_bids,Name,color,number_of_views,Price,pic,Number sold,ship,SellerFeedback
1168,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%221525616594856d3d8665a3c54b688ee84ace4e3584d3%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXe%2F9T6xZJyXhxhIXtPwXEZouUP0f%2B8g%2F7vofM4CiPb%2FtXGrkgi2vLaPUFVPSs7wHrOWTYUFW5tt0t8AguAV11QTm%2F2yjd4aUXAthlM2FOjCBZ6ql7aYj8r0A9ND%2BAhhlCRRwpwD8Vpd3mR1oV6gBcBd%2FMCotqXS9NsXMAym9fX9NzwQgONOjJXvORQvyJ19ivGzzce%2Fqc3jDZ6Jlq1utkwpo%2B4ecUKg1I8ORfTJtVIw%2FaDvFzsvytRwe6pI0osyNyL5%2F9RC%2F5BSDQpuyqRClXScCuCB%2BUJZHmisnmUFmgKoSs9wlHhUXz%2B2IsqlHZip9FltYBDCEPHqnU38n6uzdA0R89ccG%2FZmc2IMY2JnzLPLUf0y9nOSfBJK60YydfTgtOpfdb%2FQxzcMdFIX8Zn03CTPiOu81kOXpCtAZLlYM6OCXb8gQk630nQvWFCnls8R8dhmm4ryC%2FXsCYAKLmaq%2BbgZDoAYs%2F0peshOnkg7ha2%2BDxqmKatYlye%2Blfh8Wol%2BymuSgXG25C83NOIO3kX8SEo4Tgk%2FhzVNbX4sCVYDIpALOViVorsTBpyJPS55IsCnwoba9%2FECkv5HP1HvEPEO3ZvL7y6XMC9TXtrsHZrnqjIFP1Ze9QzkxKekTxwgU8wzfx1QxxNkJH%2FSnS%2Fdx%2BxXwkybTmQtIZrI9Ssbe5dHYtrsh9Y%2F%2FMyjwJ6zyiFHlriw5CWw7Y54EqEs47dqmCTzc0eGx236BgQQk%2BHHTOsAdWmEpdNVeQwHG7rOuO5KqJ2mUFnkkf9wLQz3bn1oh%2F03Pbh3GxaWaF6SCfKvuycB2DPaXpcIfgzSoY53FFO%2BArcgqPQTcNdSVaq0TF5pwGz2Fm9q%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1169,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Verizon-GSM-Unlocked-4G-LTE-Space-Gray-Silver-Gold-/112086944698?var=&hash=item1a18e70bba:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 128GB Verizon + GSM Unlocked 4G LTE - Space Gray Silver Gold, Space Grey[out of stock] Silver[out of stock] Gold,2 viewed per hour,US $269.97,http://i.ebayimg.com/images/g/mSwAAOSwMVdYG~LW/s-l300.jpg,416 sold,FREE,98.7% ÊPositive feedback
1170,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Verizon-GSM-Unlocked-LTE-4-7-Smartphone-/281988649806?var=&hash=item41a7d5534e:m:mR9fzHz4um82sJVVp8-Hi1w,NA,"Apple iPhone 6 16GB 64GB 128GB Verizon + GSM Unlocked LTE 4.7"" Smartphone ", Space Gray Gold Silver,205 viewed per day,US $219.90,http://i.ebayimg.com/images/g/32oAAOSw8gVX~jiE/s-l300.jpg,443 sold,FREE,99.5% ÊPositive feedback
1171,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/252178802242?var=&hash=item3ab7072642:m:mG_Rz_hyvRd-a6Of7omib2w,NA,Apple iPhone 6 128GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray/Black Silver/White Gold/White[out of stock],1 sold in last hour,US $259.99,http://i.ebayimg.com/images/g/NaAAAOSwZ1lWgrvI/s-l300.jpg,302 sold,FREE,97% ÊPositive feedback
1172,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Space-Gray-Verizon-Factory-Unlocked-Clean-ESN-/152559785832?hash=item2385459768:g:3v0AAOSwYIxX5TMl,NA,Apple iPhone 6 - 16GB Space Gray (Verizon) (Factory Unlocked) Clean ESN , NA,4 viewed per hour,US $214.99,http://i.ebayimg.com/images/g/3v0AAOSwYIxX5TMl/s-l300.jpg,Experienced seller,$9.99 ,99.5% ÊPositive feedback
1173,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128-GSM-UNLOCKED-LTE-SMARTPHONE-AT-T-CRICKET-METRO-TMOBILE-/152340110431?var=&hash=item23782d9c5f:m:mWr60jdHBJ1S1Ns8UBLHbUQ,NA,Apple iPhone 6 16 64 128 GSM UNLOCKED LTE SMARTPHONE AT&T CRICKET METRO TMOBILE , 16GB 64GB[out of stock] 128GB[out of stock],3 viewed per hour,US $224.99,http://i.ebayimg.com/images/g/-OwAAOSwX61ZDbbd/s-l300.jpg,208 sold,FREE,99.2% ÊPositive feedback
1174,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Verizon-Silver-10-3-/382100762788?hash=item58f6faf0a4:g:MBwAAOSwX61ZJ0NA,17,Apple iPhone 6 - 16GB Verizon Silver 10.3 , NA,NA,NA,http://i.ebayimg.com/images/g/MBwAAOSwX61ZJ0NA/s-l300.png,Longtime member,$7.99 ,98.8% ÊPositive feedback
1175,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128GB-Gold-Silver-Gray-AT-T-Sim-Free-Factory-Unlocked-Phone-/182589613969?var=&hash=item2a83306791:m:mfknmSPd6xzqFlTu3Ah2Nng,NA,Apple iPhone 6 16-64-128GB Gold Silver Gray AT&T Sim Free Factory Unlocked Phone, IPhone 6 - SpaceGray IPhone 6 - Sliver IPhone 6 - Gold IPhone 4s - Black IPhone 4s - White,16 viewed per hour,NA,http://i.ebayimg.com/images/g/boUAAOSwZ4dZJVTB/s-l300.jpg,5 inquiries,FREE,98.2% ÊPositive feedback
1176,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Verizon-Wireless-4G-LTE-8MP-Camera-iOS-Smartphone-/401149524441?var=&hash=item5d665ff9d9:m:m9Qaj_5I-lRPilziVcCZH5g,NA,Apple iPhone 6 64GB Verizon Wireless 4G LTE 8MP Camera iOS Smartphone, Gold Silver[out of stock] Space Gray,8 sold in last 24 hours,US $242.95,http://i.ebayimg.com/images/g/hJEAAOSwgQ9VzM5U/s-l300.jpg,646 sold,FREE,98.3% ÊPositive feedback
1177,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Factory-Unlocked-Space-Gray-Silver-Gold-AT-T-T-Mobile-/122073442272?var=&hash=item1c6c24e7e0:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 16GB Factory Unlocked Space Gray Silver Gold AT&T T-Mobile, Space Grey Silver Gold,7 viewed per hour,US $209.97,http://i.ebayimg.com/images/g/JKsAAOSw44BYG~W7/s-l300.jpg,407 sold,FREE,98.7% ÊPositive feedback
1178,http://www.ebay.com/itm/Apple-iPhone-6-128GB-GSM-Factory-UNLOCKED-Gold-Grey-Silver-Smartphone-CellPhone-/401264511701?var=&hash=item5d6d3a8ad5:m:mL_r_mL2WyX0orhuJSvjxAA,NA,Apple iPhone 6-128GB GSM Factory UNLOCKED Gold Grey Silver Smartphone CellPhone*, Space Grey Silver Gold,NA,US $299.95,http://i.ebayimg.com/images/g/Gt8AAOSwaB5Xo76l/s-l300.jpg,25 sold,FREE,98.8% ÊPositive feedback
1179,http://www.ebay.com/itm/Apple-iPhone-6-16GB-GSM-Unlocked-Smartphone-Gold-Gray-Silver-/311452584240?var=&hash=item4884054930:m:m6frKH7710xBtHZ0TAc3i4A,NA,Apple iPhone 6 - 16GB (GSM Unlocked) Smartphone Gold Gray Silver, Silver Space Gray Gold[out of stock],NA,US $239.88,http://i.ebayimg.com/images/g/ZzIAAOSwEeFVU6Cd/s-l300.jpg,"5,470 sold",FREE,98.8% ÊPositive feedback
1180,http://www.ebay.com/itm/Apple-iPhone-6PLUS-6-5s-Factory-Unlocked-Gold-Silver-Space-Gray-Smartphone-A-/282474298098?var=&hash=item41c4c7baf2:m:m6ZKoSIASLH74mMEIpcKJWw,NA,Apple iPhone 6PLUS/6/5s (Factory Unlocked) Gold Silver Space Gray Smartphone A++, 16GB 32GB 64GB 128GB 8GB,17 viewed per hour,US $95.99,http://i.ebayimg.com/images/g/EMQAAOSw1WJZFXj0/s-l300.jpg,25 sold,$14.99 ,97.3% ÊPositive feedback
1181,http://www.ebay.com/itm/NEW-FACTORY-UNLOCKED-APPLE-IPHONE-6-16GB-64GB-SMARTPHONE-GREY-SILVER-GOLD-US-/311824838010?var=&hash=item489a356d7a:m:mor9k5T0cYc_tL4DwAARulg,NA,NEW FACTORY UNLOCKED APPLE IPHONE 6 16GB 64GB SMARTPHONE GREY SILVER GOLD US, Silver Gray Gold,163 viewed per day,US $319.99,http://i.ebayimg.com/images/g/ymcAAOSwSlBYyl-u/s-l300.jpg,130 sold,FREE,98.5% ÊPositive feedback
1182,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-GSM-Factory-Unlocked-Smartphone-Mint-A-/252658106994?var=&hash=item3ad398c272:m:mShsNknAHYl9qraHCJxYXZg,NA,Apple iPhone 6 16GB 64GB 128GB GSM Factory Unlocked Smartphone  Mint A+, Gold Gray Silver,NA,US $266.00,http://i.ebayimg.com/images/g/QjoAAOSwlndZHP7C/s-l300.jpg,23 sold,FREE,99.4% ÊPositive feedback
1183,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Verizon-4G-GSM-Unlocked-Smartphone-New-other-/281994725671?var=&hash=item41a8320927:m:m2Buo8MSy8T6ogcwvpSmnIg,NA,Apple iPhone 6 16GB 64GB 128GB Verizon 4G + GSM Unlocked Smartphone New other, Space Gray Gold[out of stock] Silver[out of stock],3 viewed per hour,US $266.95,http://i.ebayimg.com/images/g/hTMAAOSwGYVW~qUf/s-l300.jpg,101 sold,FREE,99.5% ÊPositive feedback
1184,http://www.ebay.com/itm/Apple-iPhone-6-a1549-16GB-GSM-Unlocked-/231771058141?var=&hash=item35f6a1afdd:m:m6JQ7wRY337KfSUSA2X55mQ,NA,Apple iPhone 6 a1549 16GB GSM Unlocked, Gold[out of stock] Silver[out of stock] Space Gray,33 viewed per hour,US $229.99,http://i.ebayimg.com/images/g/6okAAOSwTuJYsNzU/s-l300.jpg,"9,111 sold",FREE,97.2% ÊPositive feedback
1185,http://www.ebay.com/itm/Apple-iPhone-6-A1586-16GB-GSM-Unlocked-Smartphone-Space-Gray-Fair-/201637810813?hash=item2ef28cd27d:g:hJEAAOSw3xJXoSdf,NA,Apple iPhone 6 A1586 16GB GSM Unlocked Smartphone-Spa, NA,17 viewed per day,US $199.99,http://i.ebayimg.com/images/g/hJEAAOSw3xJXoSdf/s-l300.jpg,82 sold,FREE,98.9% ÊPositive feedback
1186,http://www.ebay.com/itm/Apple-iPhone-6s-Plus-Factory-Unlocked-A1687-Verizon-Unlocked-16-64-128GB-Phone-/162528313613?var=&hash=item25d771410d:m:mWqZo_Ge9GsfmMOgYBop4yg,NA,Apple iPhone 6s Plus Factory Unlocked A1687 Verizon Unlocked - 16/64/128GB Phone, iPhone 6s Plus iPhone 6s iPhone 6 Plus iPhone 6 iPhone 5s iPhone 4s,651 viewed per day,US $138.99,http://i.ebayimg.com/images/g/fhYAAOSw8lpZJnzS/s-l300.jpg,5 inquiries,FREE,98.8% ÊPositive feedback
1187,http://www.ebay.com/itm/NEW-Apple-iPhone-6-64GB-GSM-Factoy-Unlocked-Gold-Silver-Space-Gray-Smartphone-/282450226994?var=&hash=item41c3586f32:m:mV6q2niezIJHBcyrFg_PU4g,NA,NEW Apple iPhone 6- 64GB GSM Factoy Unlocked -Gold-Silver- Space Gray-Smartphon, iPhone 6,8 viewed per hour,US $389.00,http://i.ebayimg.com/images/g/vlUAAOSwaeRZEL7u/s-l300.jpg,45 sold,FREE,99.3% ÊPositive feedback
1188,http://www.ebay.com/itm/Apple-iPhone-6-a1549-64GB-Smartphone-AT-T-Unlocked-/152545130451?var=&hash=item238465f7d3:m:m6JQ7wRY337KfSUSA2X55mQ,NA,Apple iPhone 6 a1549 64GB Smartphone AT&T Unlocked, Gold Silver Space Gray,66 viewed per day,US $279.99,http://i.ebayimg.com/images/g/kS0AAOSwKytZFITt/s-l300.jpg,74 sold,FREE,98.4% ÊPositive feedback
1189,http://www.ebay.com/itm/Apple-iPhone-6-Sprint-Smartphone-16GB-64GB-128GB-VERY-GOOD-Condition-/292091554301?var=&hash=item44020369fd:m:mnjl17sjmU_PFyZS9tY6McA,NA,"Apple iPhone 6 (Sprint) Smartphone 16GB, 64GB, 128GB VERY GOOD Condition", 16GB 64GB[out of stock] 128GB[out of stock],33 viewed per day,US $249.95,http://i.ebayimg.com/images/g/WM0AAOSwIWVY-MUO/s-l300.jpg,29 sold,NA,100% ÊPositive feedback
1190,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Unlocked-Smartphone-a1549-ATT-T-Mobile-Verizon-/262205935100?var=&hash=item3d0cb10dfc:m:msVFleCeUQcOjI11rQUO3nQ,NA,Apple iPhone 6 128GB Unlocked Smartphone a1549 ATT T-Mobile Verizon, GOLD[out of stock] GRAY SILVER,236 viewed per day,US $279.99,http://i.ebayimg.com/images/g/A08AAOSwYaFWewob/s-l300.jpg,757 sold,FREE,96.5% ÊPositive feedback
1191,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Verizon-Wireless-4G-LTE-Space-Gray-Silver-Gold-/122077140322?var=&hash=item1c6c5d5562:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 16GB Verizon Wireless 4G LTE -  Space Gray Silver Gold, Space Grey Silver Gold,100 viewed per day,US $209.97,http://i.ebayimg.com/images/g/lagAAOSwcUBYG~ej/s-l300.jpg,253 sold,FREE,98.7% ÊPositive feedback
1192,http://www.ebay.com/itm/Apple-iPhone-6-a1549-16GB-Verizon-Unlocked-/331600322791?var=&hash=item4d34eb60e7:m:m6JQ7wRY337KfSUSA2X55mQ,NA,Apple iPhone 6 a1549 16GB Verizon Unlocked, Gold[out of stock] Silver[out of stock] Space Gray,23 viewed per hour,US $229.99,http://i.ebayimg.com/images/g/rpMAAOSwYHxWGNe6/s-l300.jpg,"7,869 sold",FREE,97.2% ÊPositive feedback
1193,http://www.ebay.com/itm/Apple-iPhone-6-16GB-GSM-Unlocked-Smartphone-Gold-Gray-Silver-/311574750590?var=&hash=item488b4d657e:m:m6frKH7710xBtHZ0TAc3i4A,NA,Apple iPhone 6 - 16GB (GSM Unlocked) Smartphone Gold Gray Silver, Silver Space Gray Gold,475 viewed per day,US $219.88,http://i.ebayimg.com/images/g/ZzIAAOSwEeFVU6Cd/s-l300.jpg,"2,034 sold",FREE,98.8% ÊPositive feedback
1194,http://www.ebay.com/itm/Unlocked-Verizon-Apple-iPhone-6-GSM-SmartPhone-Gold-Gray-Silver-16GB-64GB-128GB-/201733204001?var=&hash=item2ef83c6821:m:mescTNvLVL3ws9OH4-5ph6g,NA,Unlocked Verizon Apple iPhone 6 GSM SmartPhone Gold Gray Silver 16GB 64GB 128GB, Gold Space Gray Silver,109 viewed per day,US $224.99,http://i.ebayimg.com/images/g/hBwAAOSwj85YNl~L/s-l300.jpg,132 sold,FREE,98.2% ÊPositive feedback
1195,http://www.ebay.com/itm/Apple-iPhone-6-Plus-64GB-Factory-Unlocked-Space-Gray-Silver-Gold-AT-T-T-Mobile-/382086658922?var=&hash=item58f623bb6a:m:m355GTsNhbWhpGmb6OK8tWA,NA,Apple iPhone 6 Plus 64GB Factory Unlocked Space Gray Silver Gold AT&T T-Mobile , iPhone 6S Plus iPhone 6S iPhone 6 Plus iPhone 6 iPhone 5S iPhone 4S,14 viewed per hour,NA,http://i.ebayimg.com/images/g/CxQAAOSwR29ZG-9O/s-l300.jpg,Experienced seller,$10.00 ,96.5% ÊPositive feedback
1196,http://www.ebay.com/itm/Apple-iPhone-5-5C-5S-6-6-Plus-6S-6S-Plus-GSM-Factory-Unlocked-Smartphone-/122346913382?var=&hash=item1c7c71be66:m:mYwgm6nUIr0pzElsxpFuqfQ,NA,"Apple iPhone 5, 5C, 5S, 6, 6 Plus, 6S, 6S Plus - GSM Factory Unlocked Smartphone", iPhone 5 iPhone 5c iPhone 5s iPhone 6 iPhone 6 Plus iPhone 6s iPhone 6s Plus[out of stock],820 viewed per day,US $109.99,http://i.ebayimg.com/images/g/A9cAAOSwdGFYomhk/s-l300.jpg,824 sold,FREE,98.8% ÊPositive feedback
1197,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%222726764085137700f3ea47cc4fbb915e672e8f4a4ea9%22%2C%22enc%22%3A%22AQABAAACoLmQa24OtTHRaocrSZUBEXf86wuo8qKcWcChGcAsR3uEwzHg%2Bmrnee7L0qJ23xA12TiqVT34CB0J5dCfUwPpplJVkNALG6Unw%2FeJ9bUnc0KzFMch3hXkia9GmFrPSZIjSJXODKrrdVA25B2E80Z%2FCaBrMjW710QP0C1MkeDa4S1CUuoSE95U8bZ3B%2FYe63LMy%2B5ak3TRrHf%2BwQdOEwpiWgpyaBwGUExI%2BJIBh73%2Fmv1xS4OKE7qy7tm%2FfC1pzbRIiik96LPwpfSsbxxYxldgaDbOiwKpitR9OhyE1yRhPsEVDSc%2FGgEruSzO5D1E23Q9a2dsqmJDXqj7uFiydPHOtwC4KihvnlJodatJNoMG%2Fl72kRKnx2Lr1hrflQmbyx9PFj6XyNUzHh7qKW%2FEe5t7UmF7cCw4qZwErBr88XErEKLYriOPdXikDEYtrY8MrgH5sMhI37k3aNDAkFqz6eL210hVx6e73gpXoVKGjIh2IFhxZXhr0R9CPzda%2FNEKQDX3MFjnVML66rqjZ6vy6VEETZagMhn4KOzKUHVca7TJlIAB%2FyZ7YUfrs0%2FrPWrCV%2FDxwQgtMxw6rGmpoywp7bcs3EMLnlMV0UVn5uLaOt%2FM8clBk%2FgvovClAC6GIdqmB07JakPjWLp1bN9yy9BvZaTkllLTHFqPBkvySyw%2FL20tBpY2CjofS1bB%2F0uxpDXE0S9lTcLY%2FLvbGc0M8hrKB6%2B4%2Bv%2FG4KWicuvm%2BLHyE78Aofvqhf7M6qLW9XImSLI6mEqf1K8EVtAyzfidc7DjXRkh12ACNiY5xS42GZUqGOZiwQ%2FqMv4SXlms4VoUv0NKgtclwUjgX22C368MVYi4LTLl3Jfcvzj4GVKTY1nhHwEtopjDEr5hmDHEY5OMWrDR40U9SQ%3D%3D%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1198,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%223917945612179a987e4730464f45a251ba02ac093a10%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXehZHybl5XhPU%2BmbH4qjaC3grnGpmTuxGUG10mnNjA67JRjf1BXzDYG3a9ofN1Gwvpm7pp1dRg7Ra2tFAS%2Fd2qZsHwgZtXAbIuMfW0%2BNuyrk4te%2B%2BcHZrWUanu3Wsn%2FayyS%2BfSP7i%2B2J%2FNyvcbaftSks4hX96n4GnQYQXkR2bmbaW8T%2BXe1pH745vEvPzouguJaNYY7XmRFi25%2BxnSChHCThAJtNr88rjSguSVY33TT22K7LkqEY88Ikbi3dlmJf6lZOnUQes%2FVeGLNFp48PsbB2v50JaK2yc%2Be1QCRF3QDxiMyapY9pa6y6Fh9bCfGqUuMj5FgckukLwS0CzaQD3C7EUugxEAV0SX3qkCGLETxZsXbp1bYty2EIepthLptkUy7XfwaLCZkNzkj%2BxutqsqB82fm0roGuSd7qK7KHHZGfCBFx0UgyWrDLxD%2FVTWdbh0S9MAV%2FVZpokoS3aUFHj%2BLUTAD5ZjB9t0VMMnYuBIG5UNgFTnaK9dyd6m%2FeiIwowqwRb1sL3zTh%2FTJIxYUXRPgTSNUQbhUnCjOoiJlDqZPJEE2Z0jdq8MNW4OEEXecbFa%2F0OYty5i%2BzIhrvymFat3a6S4oeIW6XHEVYq%2B0HmaL%2Fajg4xQlI4gDYW8lVPdLd60ELPH%2BRjvC%2BQwu%2BO1XOCEzuP2cYvJeZ0VffQ6Ais6YlH2koIArMJSLw19Fd%2BqR3VdDR%2BSjlZQWDjqQxjW%2Fain7qJLKMNfrs%2BQTyMpRfxmMK%2BtuKaazKZzNaGWGdoqULA1kNGCzRdvIHKcKEmvjcAbBZ%2Fg67q8vsmaoTeoQNG6UupMuck3SIW2cEUlStcG5vIajUVpZ9AzJGqiecowxwq29%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1199,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Factory-Unlocked-TMobile-AT-T-Metro-PCs-Cricket-/252679872668?var=&hash=item3ad4e4e09c:m:mShsNknAHYl9qraHCJxYXZg,NA,"Apple iPhone 6 16GB ""Factory Unlocked"" TMobile AT&T Metro PCs Cricket ", Gold Gray Silver,10 watched in last 24 hours,US $244.00,http://i.ebayimg.com/images/g/disAAOSwi7RZHSK5/s-l300.jpg,54 sold,FREE,99.4% ÊPositive feedback
1200,http://www.ebay.com/itm/Apple-iPhone-4-4S-5-5C-5S-6-6S-7-Plus-Verizon-Factory-Unlocked-Smartphone-/162405503173?var=&hash=item25d01f50c5:m:m5Aay1K17-5KBE4I147MoXQ,NA,Apple iPhone 4 4S 5 5C 5S 6 6S 7 Plus Verizon Factory Unlocked Smartphone, iPhone 4s[out of stock] iPhone 5 iPhone 5c iPhone 5s iPhone 6 iPhone 6 Plus[out of stock] iPhone 6s iPhone 6s Plus[out of stock] iPhone 7[out of stock] iPhone 7 Plus[out of stock],"1,505 viewed per day",US $94.99,http://i.ebayimg.com/images/g/cZkAAOSwr~lYrHdo/s-l300.png,"1,132 sold",FREE,97.2% ÊPositive feedback
1201,http://www.ebay.com/itm/Apple-iPhone-6-4-7-16-64-128-GB-GSM-UNLOCKED-Smartphone-/232240468040?var=&hash=item36129c5048:m:mFgTXZQKUnPN7WArA7yG8cw,NA,"Apple iPhone 6 4.7"" 16 64 128 GB GSM UNLOCKED Smartphone", Gold[out of stock] Silver Space Gray,20 viewed per hour,US $259.99,http://i.ebayimg.com/images/g/3cQAAOSwCU1Yo3x0/s-l300.jpg,690 sold,FREE,98.4% ÊPositive feedback
1202,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22112395449252a9f162b5eca3418bbce8acdc6017414f%22%2C%22enc%22%3A%22AQABAAACoLmQa24OtTHRaocrSZUBEXfGqSNP%2F1V2iJJraeUj7T5V6wiUWWjVA20xcuyoSFClt9Efax%2F7jOANgmbE23ZrOT%2BGHFvH6l3v0GuPMi2qVVC7bom%2B%2FV3uAdPuK%2B%2B4E7lsbatRaVQJCVIG9vlJgmzu55H1jxacfsDzvCXIVbzZcws28v9VkIzL768%2FlivEhRfb9xFh2s2PVcGqateG9NDp198SOl%2Fdjp%2FbJ4AbY%2FkMZeiZB0e3xsgq1T4VJl6PcJJWjnBdNakoeOT7KhaMFMQp5XqjBOvMr7ZYRab4HP6fLtfoAl768xVAgH%2BP5oca2799asWWXKVVRKMEdM5HEqszGMriRHSVB2AoqHXDLPBeK65dUEIGra1NvAykLSRGbILmS26wPx9JzFE63MFVxcnOXNvEWSZPxU3lzmXUp2V8wzo2P2BClF%2BHExgi6pFycSVoG8JNGkTWGRkshqhw05T1DzlIiEIqIUR4oUvCsqTu4UX2cxDqTQMUDFCLdxF6s2vEqmnoYCGXouCRpSSSXfpErlS8H5gwosd0hYhHpj3hhj03PcNtuUpQ6509rWlr%2BMTr13dTqo1tZa%2FjVMbcD4ZLtPZt7gG5gciLNEJ3Dk4yiF2H5NFZWvh8YL8eKTUBle4fQkn4mf0mFfXKbZe20plCiAzpohWmjxE5kiq08QGCGNs2BO0gFVjAnUdctHoimBpF%2FUJxjmHddhPd3X3qylr76MkThdEToyfieexklbKx%2FmYhfMOWIlkM7%2BVk5H4BDHvxPfOMcXgV0Z%2FccXqtlcJn9sedgLAjtwxvkjb05RMgHR6mKEEIMIlHOTVvEy7QVZGyGWUKk5wCj45nd%2FjDiSmCz1WbnDSyUg5oEVstHXyoR15dG1jDBUaM4s7zi%2B9jsS4Lhw%3D%3D%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1203,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22262999597902debce7f3e16e4acb9f50bc1ff6bd5069%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXcdD5fvXw0RPepSjuUFZesgs33ZfZgpfbR3mJaQv%2F%2FBva3xhXacJhGZstN6y5A8TRo3keOdVWntLeM6YypzOb%2FJPSMiQtSYkmDhcrdkQYObjVv4jJppNSzPG7G5vkwUFYUQRXaNvO%2BitbN15nrN8q%2FHzWVAxRUKy4J%2BiwPsUaMSY6IhnTPpI%2FieHkWgl2kndhOcbAN6FgwWRbmtqGKRhLwJFwD4%2FWlZdvQpe4HzWBVp4jo6%2FyB%2BE5pRtZ71lSco2wbZkuUXXNyaaU9IDqEwVJlpoxiN1CJG4Zr0HX76EMpxB3Ry%2FTW8G5EWpeL1vs1Xd%2BbfB1%2FCV5SWIDOBjXrkwUVXKhf%2BOOZA8AF54EIrIfIuNtWElxAuQ3x7R%2FecY5lYcpyOE%2FqEas3N8ul%2FtWEJxEgBXDG8oB04nvvr6dL6L0jSv7MyOMoYFaevPDi5ee%2BimqDeEXCfejA7v6hTNo5Jmwb5sLKU%2B7yYGUKy04dj5UGzX804mmGntYZD2B%2FfTqDr844XgILk3lFswkOL%2FUJ2q2iZY%2BM3u1RUju0AeTnRkNWc9NJZk2QFBk81RozsQdX3WB5Ae02lO%2Fh%2BxwM7W0aw%2Bw3WQ1avIY6%2Fmnu0mrorIyyMVeOomapGIwUOehTreeoopPi43ngv22JKUxj2eMcs5YWkADBYuoqTgOQf%2FxJLenxP%2BC9RqaZRQ2H84xnYAhqhdGXESKRdcMMOdtcneUXloMha9sZwdLuGP3%2B8tLQA4Ud3HCyYWSOsKCbuj770AZMgZ0V5n8fAENHFfk5U8Z1ye5lfYMtAUpK3LExow1KsEmNkkgeuE3xOWDJdrqtiXm%2FH%2FYNs35zfE4ZB2J0aggm%2FQAyF%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1204,http://www.ebay.com/itm/Apple-iPhone-6-AT-T-T-mobile-SmartPhone-Gold-Silver-Space-Gray-16GB-64GB-/322483765485?var=&hash=item4b1587c0ed:m:mjeoWHFti_eikP8AaQWlWYA,NA,Apple iPhone 6 (AT&T/T-mobile, Gold Space Gray[out of stock] Silver,42 viewed per hour,US $234.99,http://i.ebayimg.com/images/g/ZNsAAOSwpkFY8TPV/s-l300.jpg,242 sold,FREE,98.2% ÊPositive feedback
1205,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Sprint-Verizon-US-Cellular-/361938801652?var=&hash=item54453bd3f4:m:mcMJK-78aYkZf42TE1QA_ew,NA,Apple iPhone 6 16GB 64GB 128GB Sprint Verizon US Cellular, Gold Space Gray[out of stock] Silver,26 viewed per hour,US $209.99,http://i.ebayimg.com/images/g/RJsAAOSwal5YCRlk/s-l300.jpg,846 sold,FREE,98.8% ÊPositive feedback
1206,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Verizon-GSM-Unlocked-4G-LTE-Space-Gray-Silver-Gold-/131746968922?var=&hash=item1eacbb355a:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 16GB Verizon + GSM Unlocked 4G LTE - Space Gray Silver Gold, Space Grey Silver Gold[out of stock],109 viewed per day,US $219.97,http://i.ebayimg.com/images/g/ppAAAOSwal5YG~jJ/s-l300.jpg,"1,354 sold",FREE,98.7% ÊPositive feedback
